url,category_code,category_description,date_added,source,notes
http://ferghana.ru,POLT,Political transformation,2014-04-15,citizenlab,
http://ria.ru,FEXP,Free expression and media freedom,2014-04-15,citizenlab,
http://www.internews.eu,FEXP,Free expression and media freedom,2014-04-15,citizenlab,
http://www.iwpr.net,MINR,Minority rights and ethnic content,2014-04-15,citizenlab,
http://www.mtjt.tj,FEXP,Free expression and media freedom,2014-04-15,citizenlab,
http://www.rusembassy.tajnet.com,FREL,Foreign relations and military,2014-04-15,citizenlab,
http://www.voprosik.net,FEXP,Free expression and media freedom,2014-04-15,citizenlab,
